Backend Server is running on http://localhost:3001
Đã kết nối thành công tới PostgreSQL Database.
Ensure Images table exists.
[4:01:37 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[4:01:39 PM] DELETE /api/conversations/conv_1776848107386_nlt54f0
[4:01:43 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:02:46 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:02:49 PM] DELETE /api/conversations/conv_1776848413164_z9sj1nn
[4:02:50 PM] GET /api/conversations/nv_content?includeAutomation=1
[4:02:50 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[4:02:53 PM] POST /api/conversations
[4:02:53 PM] PUT /api/conversations/conv_1776848573582_bmxdnnl
[4:02:53 PM] POST /api/messages
[4:03:03 PM] POST /api/messages
[4:03:03 PM] GET /api/conversations/nv_content?includeAutomation=1
[4:03:03 PM] GET /api/conversations/nv_content?includeAutomation=1
[4:03:11 PM] DELETE /api/conversations/conv_1776848128669_wob6j4y
[4:03:13 PM] POST /api/conversations
[4:03:14 PM] POST /api/conversations
[4:03:15 PM] POST /api/conversations
[4:03:16 PM] POST /api/conversations
[4:03:16 PM] POST /api/conversations
[4:03:17 PM] POST /api/conversations
[4:03:17 PM] GET /api/conversations/nv_content?includeAutomation=1
[4:03:17 PM] POST /api/conversations
[4:03:18 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:03:19 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:03:20 PM] POST /api/conversations
[4:03:27 PM] DELETE /api/conversations/conv_1776848600624_2o1us9d
[4:03:28 PM] POST /api/conversations
[4:03:30 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[4:03:31 PM] POST /api/conversations
[4:03:34 PM] DELETE /api/conversations/conv_1776848593185_znup3zl
[4:03:34 PM] DELETE /api/conversations/conv_1776848594307_4tvj370
[4:03:35 PM] DELETE /api/conversations/conv_1776848595451_i141505
[4:03:35 PM] DELETE /api/conversations/conv_1776848596596_9wgmh02
[4:03:36 PM] DELETE /api/conversations/conv_1776848596798_yrofhh3
[4:03:36 PM] DELETE /api/conversations/conv_1776848597496_uhd4g6m
[4:03:37 PM] DELETE /api/conversations/conv_1776848597668_vpnlmf9
[4:03:37 PM] DELETE /api/conversations/conv_1776848611417_faa9mho
[4:03:40 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[4:03:42 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[4:03:43 PM] POST /api/conversations
[4:03:52 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:04:21 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:05:23 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:05:29 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:05:36 PM] PUT /api/conversations/conv_1776848623860_x02edqu
[4:05:36 PM] POST /api/messages
[4:05:36 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:05:49 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:05:53 PM] POST /api/messages
[4:05:53 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:05:59 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:06:09 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:06:12 PM] POST /internal/workflows
[4:06:12 PM] POST /internal/conversations
[4:06:19 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:06:29 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:06:39 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:06:49 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:07:09 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:07:16 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:07:25 PM] POST /internal/workflows
[4:07:25 PM] POST /internal/conversations
[4:08:45 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:08:55 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:09:05 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:09:15 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:09:25 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:09:35 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:09:45 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:09:55 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:10:05 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:10:15 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:10:25 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:10:35 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:10:45 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:10:55 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:11:05 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:11:16 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:11:26 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:11:36 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:11:46 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:11:56 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:12:06 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:12:16 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:12:26 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:12:36 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:12:46 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:12:56 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:13:06 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:13:16 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:13:27 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:13:37 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:13:47 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:13:57 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:14:07 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:14:17 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:14:27 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:14:37 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:14:47 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:14:57 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:15:07 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:15:17 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:15:27 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:15:37 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:15:48 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:15:58 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:16:08 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:16:18 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:16:28 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:16:38 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:16:48 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:16:58 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:17:08 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:17:18 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:17:28 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:17:38 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:17:48 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:17:58 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:18:08 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:18:18 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:18:28 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:18:39 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:18:49 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:18:59 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:19:09 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:19:19 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:19:29 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:19:43 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:19:49 PM] GET /api/conversations/pho_phong?includeAutomation=1
[4:19:56 PM] DELETE /api/conversations/conv_1776848623860_x02edqu
[4:20:00 PM] DELETE /api/conversations/conv_1776848608802_7qog01m
[4:59:26 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[5:01:10 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[5:05:56 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[5:07:12 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[7:49:29 PM] GET /api/conversations/pho_phong?includeAutomation=1
[7:49:35 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[7:49:49 PM] GET /api/conversations/pho_phong?includeAutomation=1
[7:49:50 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[7:49:50 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:30:57 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:30:58 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:30:58 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:30:58 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:30:59 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:31:03 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:31:04 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:31:05 PM] GET /api/conversations/nv_content?includeAutomation=1
[10:31:07 PM] GET /api/conversations/pho_phong?includeAutomation=1
